Entity,Code,Year,"Deaths that are from all causes attributed to smoking, in both sexes aged all ages",World Bank's income classification,"Deaths that are from all causes attributed to smoking, in both sexes aged all ages",Year
Russia,RUS,1996,339235.8,Lower-middle-income countries,291356.5,2019
Russia,RUS,1997,316353.25,Lower-middle-income countries,291356.5,2019
Russia,RUS,1998,311750.66,Lower-middle-income countries,291356.5,2019
Russia,RUS,1999,342004.28,Lower-middle-income countries,291356.5,2019
Russia,RUS,2000,362600.28,Lower-middle-income countries,291356.5,2019
Russia,RUS,2001,369487,Lower-middle-income countries,291356.5,2019
Russia,RUS,2002,381776.28,Lower-middle-income countries,291356.5,2019
Russia,RUS,2003,388407.88,Lower-middle-income countries,291356.5,2019
Russia,RUS,2004,375219.84,Upper-middle-income countries,291356.5,2019
Russia,RUS,2005,389868.84,Upper-middle-income countries,291356.5,2019
Russia,RUS,2006,354433.6,Upper-middle-income countries,291356.5,2019
Russia,RUS,2007,339314.1,Upper-middle-income countries,291356.5,2019
Russia,RUS,2008,346653.75,Upper-middle-income countries,291356.5,2019
Russia,RUS,2009,332610.6,Upper-middle-income countries,291356.5,2019
Russia,RUS,2010,340322.28,Upper-middle-income countries,291356.5,2019
Russia,RUS,2011,319040.16,Upper-middle-income countries,291356.5,2019
Russia,RUS,2012,312774.53,High-income countries,291356.5,2019
Russia,RUS,2013,307303.4,High-income countries,291356.5,2019
Russia,RUS,2014,313246.28,High-income countries,291356.5,2019
Russia,RUS,2015,308845.34,Upper-middle-income countries,291356.5,2019
Russia,RUS,2016,304953.25,Upper-middle-income countries,291356.5,2019
Russia,RUS,2017,287287.47,Upper-middle-income countries,291356.5,2019
Russia,RUS,2018,286228.5,Upper-middle-income countries,291356.5,2019
Russia,RUS,2019,291356.5,Upper-middle-income countries,291356.5,2019
Russia,RUS,2020,,Upper-middle-income countries,291356.5,2019
Russia,RUS,2021,,Upper-middle-income countries,291356.5,2019
Russia,RUS,2022,,Upper-middle-income countries,291356.5,2019
Rwanda,RWA,1990,4438.5317,Low-income countries,4958.9927,2019
Rwanda,RWA,1991,4710.6885,Low-income countries,4958.9927,2019
Rwanda,RWA,1992,4582.904,Low-income countries,4958.9927,2019
Rwanda,RWA,1993,4090.407,Low-income countries,4958.9927,2019
Rwanda,RWA,1994,3955.7776,Low-income countries,4958.9927,2019
Rwanda,RWA,1995,4192.183,Low-income countries,4958.9927,2019
Rwanda,RWA,1996,4590.452,Low-income countries,4958.9927,2019
Rwanda,RWA,1997,4758.8306,Low-income countries,4958.9927,2019
Rwanda,RWA,1998,4666.6626,Low-income countries,4958.9927,2019
Rwanda,RWA,1999,4446.982,Low-income countries,4958.9927,2019
Rwanda,RWA,2000,4223.905,Low-income countries,4958.9927,2019
Rwanda,RWA,2001,3996.2764,Low-income countries,4958.9927,2019
Rwanda,RWA,2002,3864.5427,Low-income countries,4958.9927,2019
Rwanda,RWA,2003,3723.3384,Low-income countries,4958.9927,2019
Rwanda,RWA,2004,3614.7747,Low-income countries,4958.9927,2019
Rwanda,RWA,2005,3523.7134,Low-income countries,4958.9927,2019
Rwanda,RWA,2006,3495.0706,Low-income countries,4958.9927,2019
Rwanda,RWA,2007,3506.0776,Low-income countries,4958.9927,2019
Rwanda,RWA,2008,3529.3726,Low-income countries,4958.9927,2019
Rwanda,RWA,2009,3537.9229,Low-income countries,4958.9927,2019
Rwanda,RWA,2010,3613.9558,Low-income countries,4958.9927,2019
Rwanda,RWA,2011,3716.9614,Low-income countries,4958.9927,2019
Rwanda,RWA,2012,3855.0798,Low-income countries,4958.9927,2019
Rwanda,RWA,2013,3951.2283,Low-income countries,4958.9927,2019
Rwanda,RWA,2014,4084.1616,Low-income countries,4958.9927,2019
Rwanda,RWA,2015,4233.341,Low-income countries,4958.9927,2019
Rwanda,RWA,2016,4388.333,Low-income countries,4958.9927,2019
Rwanda,RWA,2017,4550.6514,Low-income countries,4958.9927,2019
Rwanda,RWA,2018,4763.2554,Low-income countries,4958.9927,2019
Rwanda,RWA,2019,4958.9927,Low-income countries,4958.9927,2019
Rwanda,RWA,1987,,Low-income countries,4958.9927,2019
Rwanda,RWA,1988,,Low-income countries,4958.9927,2019
Rwanda,RWA,1989,,Low-income countries,4958.9927,2019
Rwanda,RWA,2020,,Low-income countries,4958.9927,2019
Rwanda,RWA,2021,,Low-income countries,4958.9927,2019
Rwanda,RWA,2022,,Low-income countries,4958.9927,2019
Saint Kitts and Nevis,KNA,1990,23.648888,Upper-middle-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,1991,21.520767,Upper-middle-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,1992,21.160307,Upper-middle-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,1993,20.603775,Upper-middle-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,1994,20.820204,Upper-middle-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,1995,21.146498,Upper-middle-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,1996,20.87491,Upper-middle-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,1997,20.509037,Upper-middle-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,1998,20.226255,Upper-middle-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,1999,19.817638,Upper-middle-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,2000,19.338545,Upper-middle-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,2001,19.05449,Upper-middle-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,2002,18.769897,Upper-middle-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,2003,18.457224,Upper-middle-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,2004,18.69107,Upper-middle-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,2005,18.621101,Upper-middle-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,2006,18.945547,Upper-middle-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,2007,19.137087,Upper-middle-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,2008,17.43057,Upper-middle-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,2009,17.38377,Upper-middle-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,2010,17.654373,Upper-middle-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,2011,18.043453,High-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,2012,18.465147,High-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,2013,18.962309,High-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,2014,19.553257,High-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,2015,20.10794,High-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,2016,20.5715,High-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,2017,21.190353,High-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,2018,22.088629,High-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,2019,25.24599,High-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,1987,,Upper-middle-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,1988,,Upper-middle-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,1989,,Upper-middle-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,2020,,High-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,2021,,High-income countries,25.24599,2019
Saint Kitts and Nevis,KNA,2022,,High-income countries,25.24599,2019
Saint Lucia,LCA,1990,72.85837,Lower-middle-income countries,105.55112,2019
Saint Lucia,LCA,1991,72.97244,Lower-middle-income countries,105.55112,2019
Saint Lucia,LCA,1992,73.52412,Upper-middle-income countries,105.55112,2019
Saint Lucia,LCA,1993,73.44943,Upper-middle-income countries,105.55112,2019
Saint Lucia,LCA,1994,72.86045,Upper-middle-income countries,105.55112,2019
Saint Lucia,LCA,1995,72.732475,Upper-middle-income countries,105.55112,2019
Saint Lucia,LCA,1996,72.50332,Upper-middle-income countries,105.55112,2019
Saint Lucia,LCA,1997,71.47625,Upper-middle-income countries,105.55112,2019
Saint Lucia,LCA,1998,70.56889,Upper-middle-income countries,105.55112,2019
Saint Lucia,LCA,1999,70.952415,Upper-middle-income countries,105.55112,2019
Saint Lucia,LCA,2000,71.443855,Upper-middle-income countries,105.55112,2019
Saint Lucia,LCA,2001,73.31327,Upper-middle-income countries,105.55112,2019
Saint Lucia,LCA,2002,74.867546,Upper-middle-income countries,105.55112,2019
Saint Lucia,LCA,2003,76.23365,Upper-middle-income countries,105.55112,2019
Saint Lucia,LCA,2004,77.35811,Upper-middle-income countries,105.55112,2019
Saint Lucia,LCA,2005,77.03963,Upper-middle-income countries,105.55112,2019
Saint Lucia,LCA,2006,76.405426,Upper-middle-income countries,105.55112,2019
Saint Lucia,LCA,2007,76.77365,Upper-middle-income countries,105.55112,2019
Saint Lucia,LCA,2008,77.6285,Upper-middle-income countries,105.55112,2019
Saint Lucia,LCA,2009,78.26219,Upper-middle-income countries,105.55112,2019
Saint Lucia,LCA,2010,77.75113,Upper-middle-income countries,105.55112,2019
Saint Lucia,LCA,2011,77.8554,Upper-middle-income countries,105.55112,2019
Saint Lucia,LCA,2012,79.64706,Upper-middle-income countries,105.55112,2019
Saint Lucia,LCA,2013,84.77937,Upper-middle-income countries,105.55112,2019
Saint Lucia,LCA,2014,88.497925,Upper-middle-income countries,105.55112,2019
Saint Lucia,LCA,2015,91.48824,Upper-middle-income countries,105.55112,2019
Saint Lucia,LCA,2016,99.46181,Upper-middle-income countries,105.55112,2019
Saint Lucia,LCA,2017,102.131226,Upper-middle-income countries,105.55112,2019
Saint Lucia,LCA,2018,104.35856,Upper-middle-income countries,105.55112,2019
Saint Lucia,LCA,2019,105.55112,Upper-middle-income countries,105.55112,2019
Saint Lucia,LCA,1987,,Lower-middle-income countries,105.55112,2019
Saint Lucia,LCA,1988,,Lower-middle-income countries,105.55112,2019
Saint Lucia,LCA,1989,,Lower-middle-income countries,105.55112,2019
Saint Lucia,LCA,2020,,Upper-middle-income countries,105.55112,2019
Saint Lucia,LCA,2021,,Upper-middle-income countries,105.55112,2019
Saint Lucia,LCA,2022,,Upper-middle-income countries,105.55112,2019
Saint Martin (French part),MAF,2010,,High-income countries,,
Saint Martin (French part),MAF,2011,,High-income countries,,
Saint Martin (French part),MAF,2012,,High-income countries,,
Saint Martin (French part),MAF,2013,,High-income countries,,
Saint Martin (French part),MAF,2014,,High-income countries,,
Saint Martin (French part),MAF,2015,,High-income countries,,
Saint Martin (French part),MAF,2016,,High-income countries,,
Saint Martin (French part),MAF,2017,,High-income countries,,
Saint Martin (French part),MAF,2018,,High-income countries,,
Saint Martin (French part),MAF,2019,,High-income countries,,
Saint Martin (French part),MAF,2020,,High-income countries,,
Saint Martin (French part),MAF,2021,,High-income countries,,
Saint Martin (French part),MAF,2022,,High-income countries,,
Saint Vincent and the Grenadines,VCT,1990,39.16001,Lower-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,1991,39.47623,Lower-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,1992,39.868046,Lower-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,1993,39.944702,Lower-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,1994,39.641754,Lower-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,1995,39.249386,Lower-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,1996,39.726013,Lower-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,1997,39.47556,Lower-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,1998,39.80401,Lower-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,1999,39.956654,Lower-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,2000,40.20235,Lower-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,2001,38.878716,Lower-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,2002,39.5303,Lower-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,2003,40.014095,Upper-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,2004,40.40047,Upper-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,2005,39.828606,Upper-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,2006,40.240242,Upper-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,2007,40.705578,Upper-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,2008,42.56085,Upper-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,2009,43.82482,Upper-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,2010,45.27669,Upper-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,2011,47.14748,Upper-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,2012,49.596157,Upper-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,2013,51.882324,Upper-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,2014,54.094963,Upper-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,2015,55.80591,Upper-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,2016,57.36445,Upper-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,2017,58.90539,Upper-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,2018,60.274303,Upper-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,2019,61.582893,Upper-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,1987,,Lower-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,1988,,Lower-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,1989,,Lower-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,2020,,Upper-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,2021,,Upper-middle-income countries,61.582893,2019
Saint Vincent and the Grenadines,VCT,2022,,Upper-middle-income countries,61.582893,2019
Samoa,WSM,1990,184.47911,Lower-middle-income countries,233.69977,2019
Samoa,WSM,1991,186.55276,Lower-middle-income countries,233.69977,2019
Samoa,WSM,1992,188.89705,Lower-middle-income countries,233.69977,2019
Samoa,WSM,1993,190.69414,Lower-middle-income countries,233.69977,2019
Samoa,WSM,1994,192.65785,Lower-middle-income countries,233.69977,2019
Samoa,WSM,1995,194.8952,Lower-middle-income countries,233.69977,2019
Samoa,WSM,1996,196.55164,Lower-middle-income countries,233.69977,2019
Samoa,WSM,1997,197.54344,Lower-middle-income countries,233.69977,2019
Samoa,WSM,1998,198.36235,Lower-middle-income countries,233.69977,2019
Samoa,WSM,1999,200.6846,Lower-middle-income countries,233.69977,2019
Samoa,WSM,2000,202.51169,Lower-middle-income countries,233.69977,2019
Samoa,WSM,2001,204.075,Lower-middle-income countries,233.69977,2019
Samoa,WSM,2002,205.65833,Lower-middle-income countries,233.69977,2019
Samoa,WSM,2003,208.47572,Lower-middle-income countries,233.69977,2019
Samoa,WSM,2004,210.80873,Lower-middle-income countries,233.69977,2019
Samoa,WSM,2005,213.15833,Lower-middle-income countries,233.69977,2019
Samoa,WSM,2006,215.88356,Lower-middle-income countries,233.69977,2019
Samoa,WSM,2007,217.35883,Lower-middle-income countries,233.69977,2019
Samoa,WSM,2008,218.77956,Lower-middle-income countries,233.69977,2019
Samoa,WSM,2009,220.24576,Lower-middle-income countries,233.69977,2019
Samoa,WSM,2010,221.51512,Lower-middle-income countries,233.69977,2019
Samoa,WSM,2011,222.91254,Lower-middle-income countries,233.69977,2019
Samoa,WSM,2012,224.37187,Lower-middle-income countries,233.69977,2019
Samoa,WSM,2013,225.58598,Lower-middle-income countries,233.69977,2019
Samoa,WSM,2014,226.97649,Lower-middle-income countries,233.69977,2019
Samoa,WSM,2015,228.63419,Lower-middle-income countries,233.69977,2019
Samoa,WSM,2016,229.72614,Upper-middle-income countries,233.69977,2019
Samoa,WSM,2017,230.72943,Upper-middle-income countries,233.69977,2019
Samoa,WSM,2018,232.06647,Upper-middle-income countries,233.69977,2019
Samoa,WSM,2019,233.69977,Upper-middle-income countries,233.69977,2019
Samoa,WSM,1987,,Lower-middle-income countries,233.69977,2019
Samoa,WSM,1988,,Lower-middle-income countries,233.69977,2019
Samoa,WSM,1989,,Lower-middle-income countries,233.69977,2019
Samoa,WSM,2020,,Lower-middle-income countries,233.69977,2019
Samoa,WSM,2021,,Lower-middle-income countries,233.69977,2019
Samoa,WSM,2022,,Lower-middle-income countries,233.69977,2019
San Marino,SMR,1990,30.972836,,41.50752,2019
San Marino,SMR,1991,31.303411,High-income countries,41.50752,2019
San Marino,SMR,1992,31.65805,High-income countries,41.50752,2019
San Marino,SMR,1993,31.981205,High-income countries,41.50752,2019
San Marino,SMR,1994,32.552105,,41.50752,2019
San Marino,SMR,1995,32.565098,,41.50752,2019
San Marino,SMR,1996,32.67672,,41.50752,2019
San Marino,SMR,1997,32.88484,,41.50752,2019
San Marino,SMR,1998,33.194763,,41.50752,2019
San Marino,SMR,1999,33.56461,,41.50752,2019
San Marino,SMR,2000,34.152603,High-income countries,41.50752,2019
San Marino,SMR,2001,34.51032,High-income countries,41.50752,2019
San Marino,SMR,2002,34.880806,High-income countries,41.50752,2019
San Marino,SMR,2003,35.421413,High-income countries,41.50752,2019
San Marino,SMR,2004,36.40286,High-income countries,41.50752,2019
San Marino,SMR,2005,37.13083,High-income countries,41.50752,2019
San Marino,SMR,2006,37.58731,High-income countries,41.50752,2019
San Marino,SMR,2007,37.913498,High-income countries,41.50752,2019
San Marino,SMR,2008,38.218586,High-income countries,41.50752,2019
San Marino,SMR,2009,38.628414,High-income countries,41.50752,2019
San Marino,SMR,2010,39.022343,High-income countries,41.50752,2019
San Marino,SMR,2011,39.391953,High-income countries,41.50752,2019
San Marino,SMR,2012,39.786575,High-income countries,41.50752,2019
San Marino,SMR,2013,40.1595,High-income countries,41.50752,2019
San Marino,SMR,2014,40.55185,High-income countries,41.50752,2019
San Marino,SMR,2015,40.87188,High-income countries,41.50752,2019
San Marino,SMR,2016,41.11651,High-income countries,41.50752,2019
San Marino,SMR,2017,41.284653,High-income countries,41.50752,2019
San Marino,SMR,2018,41.420685,High-income countries,41.50752,2019
San Marino,SMR,2019,41.50752,High-income countries,41.50752,2019
San Marino,SMR,2020,,High-income countries,41.50752,2019
San Marino,SMR,2021,,High-income countries,41.50752,2019
San Marino,SMR,2022,,High-income countries,41.50752,2019
Sao Tome and Principe,STP,1990,22.856718,Low-income countries,43.60306,2019
Sao Tome and Principe,STP,1991,23.187325,Low-income countries,43.60306,2019
Sao Tome and Principe,STP,1992,23.67944,Low-income countries,43.60306,2019
Sao Tome and Principe,STP,1993,24.175076,Low-income countries,43.60306,2019
Sao Tome and Principe,STP,1994,24.445276,Low-income countries,43.60306,2019
Sao Tome and Principe,STP,1995,25.256641,Low-income countries,43.60306,2019
Sao Tome and Principe,STP,1996,26.26703,Low-income countries,43.60306,2019
Sao Tome and Principe,STP,1997,27.246798,Low-income countries,43.60306,2019
Sao Tome and Principe,STP,1998,28.367073,Low-income countries,43.60306,2019
Sao Tome and Principe,STP,1999,28.785124,Low-income countries,43.60306,2019
Sao Tome and Principe,STP,2000,29.072096,Low-income countries,43.60306,2019
Sao Tome and Principe,STP,2001,29.759384,Low-income countries,43.60306,2019
Sao Tome and Principe,STP,2002,30.546854,Low-income countries,43.60306,2019
Sao Tome and Principe,STP,2003,31.109634,Low-income countries,43.60306,2019
Sao Tome and Principe,STP,2004,32.07505,Low-income countries,43.60306,2019
Sao Tome and Principe,STP,2005,32.01653,Low-income countries,43.60306,2019
Sao Tome and Principe,STP,2006,33.164135,Low-income countries,43.60306,2019
Sao Tome and Principe,STP,2007,33.67171,Low-income countries,43.60306,2019
Sao Tome and Principe,STP,2008,34.08269,Lower-middle-income countries,43.60306,2019
Sao Tome and Principe,STP,2009,34.95166,Lower-middle-income countries,43.60306,2019
Sao Tome and Principe,STP,2010,35.713867,Lower-middle-income countries,43.60306,2019
Sao Tome and Principe,STP,2011,36.203423,Lower-middle-income countries,43.60306,2019
Sao Tome and Principe,STP,2012,37.280506,Lower-middle-income countries,43.60306,2019
Sao Tome and Principe,STP,2013,38.4435,Lower-middle-income countries,43.60306,2019
Sao Tome and Principe,STP,2014,39.907547,Lower-middle-income countries,43.60306,2019
Sao Tome and Principe,STP,2015,40.806564,Lower-middle-income countries,43.60306,2019
Sao Tome and Principe,STP,2016,41.611084,Lower-middle-income countries,43.60306,2019
Sao Tome and Principe,STP,2017,42.41687,Lower-middle-income countries,43.60306,2019
Sao Tome and Principe,STP,2018,43.1078,Lower-middle-income countries,43.60306,2019
Sao Tome and Principe,STP,2019,43.60306,Lower-middle-income countries,43.60306,2019
Sao Tome and Principe,STP,1987,,Low-income countries,43.60306,2019
Sao Tome and Principe,STP,1988,,Low-income countries,43.60306,2019
Sao Tome and Principe,STP,1989,,Low-income countries,43.60306,2019
Sao Tome and Principe,STP,2020,,Lower-middle-income countries,43.60306,2019
Sao Tome and Principe,STP,2021,,Lower-middle-income countries,43.60306,2019
Sao Tome and Principe,STP,2022,,Lower-middle-income countries,43.60306,2019
Saudi Arabia,SAU,1990,4275.1016,Upper-middle-income countries,12270.544,2019
Saudi Arabia,SAU,1991,4434.5225,Upper-middle-income countries,12270.544,2019
Saudi Arabia,SAU,1992,4587.637,Upper-middle-income countries,12270.544,2019
Saudi Arabia,SAU,1993,4757.9478,Upper-middle-income countries,12270.544,2019
Saudi Arabia,SAU,1994,4941.27,Upper-middle-income countries,12270.544,2019
Saudi Arabia,SAU,1995,5124.1943,Upper-middle-income countries,12270.544,2019
Saudi Arabia,SAU,1996,5285.0376,Upper-middle-income countries,12270.544,2019
Saudi Arabia,SAU,1997,5439.615,Upper-middle-income countries,12270.544,2019
Saudi Arabia,SAU,1998,5609.2964,Upper-middle-income countries,12270.544,2019
Saudi Arabia,SAU,1999,5803.9062,Upper-middle-income countries,12270.544,2019
Saudi Arabia,SAU,2000,5990.3926,Upper-middle-income countries,12270.544,2019
Saudi Arabia,SAU,2001,6147.3564,Upper-middle-income countries,12270.544,2019
Saudi Arabia,SAU,2002,6377.7827,Upper-middle-income countries,12270.544,2019
Saudi Arabia,SAU,2003,6725.8975,Upper-middle-income countries,12270.544,2019
Saudi Arabia,SAU,2004,7060.0376,High-income countries,12270.544,2019
Saudi Arabia,SAU,2005,7507.821,High-income countries,12270.544,2019
Saudi Arabia,SAU,2006,7876.8994,High-income countries,12270.544,2019
Saudi Arabia,SAU,2007,8227.74,High-income countries,12270.544,2019
Saudi Arabia,SAU,2008,8590.101,High-income countries,12270.544,2019
Saudi Arabia,SAU,2009,8859.565,High-income countries,12270.544,2019
Saudi Arabia,SAU,2010,9144.658,High-income countries,12270.544,2019
Saudi Arabia,SAU,2011,9278.02,High-income countries,12270.544,2019
Saudi Arabia,SAU,2012,9434.95,High-income countries,12270.544,2019
Saudi Arabia,SAU,2013,9742.743,High-income countries,12270.544,2019
Saudi Arabia,SAU,2014,10040.788,High-income countries,12270.544,2019
Saudi Arabia,SAU,2015,10478.367,High-income countries,12270.544,2019
Saudi Arabia,SAU,2016,10832.579,High-income countries,12270.544,2019
Saudi Arabia,SAU,2017,11269.596,High-income countries,12270.544,2019
Saudi Arabia,SAU,2018,11743.834,High-income countries,12270.544,2019
Saudi Arabia,SAU,2019,12270.544,High-income countries,12270.544,2019
Saudi Arabia,SAU,1987,,High-income countries,12270.544,2019
Saudi Arabia,SAU,1988,,High-income countries,12270.544,2019
Saudi Arabia,SAU,1989,,High-income countries,12270.544,2019
Saudi Arabia,SAU,2020,,High-income countries,12270.544,2019
Saudi Arabia,SAU,2021,,High-income countries,12270.544,2019
Saudi Arabia,SAU,2022,,High-income countries,12270.544,2019
Scotland,,1990,19018.57,,13754.819,2019
Scotland,,1991,18670.475,,13754.819,2019
Scotland,,1992,18527.5,,13754.819,2019
Scotland,,1993,18638.543,,13754.819,2019
Scotland,,1994,17954.988,,13754.819,2019
Scotland,,1995,17717.725,,13754.819,2019
Scotland,,1996,17496.582,,13754.819,2019
Scotland,,1997,17011.268,,13754.819,2019
Scotland,,1998,16784.75,,13754.819,2019
Scotland,,1999,16717.717,,13754.819,2019
Scotland,,2000,16025.061,,13754.819,2019
Scotland,,2001,15544.191,,13754.819,2019
Scotland,,2002,15392.575,,13754.819,2019
Scotland,,2003,15324.709,,13754.819,2019
Scotland,,2004,14943.99,,13754.819,2019
Scotland,,2005,14641.9,,13754.819,2019
Scotland,,2006,14532.38,,13754.819,2019
Scotland,,2007,14491.697,,13754.819,2019
Scotland,,2008,14430.847,,13754.819,2019
Scotland,,2009,14100.1045,,13754.819,2019
Scotland,,2010,13957.832,,13754.819,2019
Scotland,,2011,13828.218,,13754.819,2019
Scotland,,2012,13682.003,,13754.819,2019
Scotland,,2013,13528.331,,13754.819,2019
Scotland,,2014,13129.275,,13754.819,2019
Scotland,,2015,13111.464,,13754.819,2019
Scotland,,2016,13083.841,,13754.819,2019
Scotland,,2017,13034.793,,13754.819,2019
Scotland,,2018,13686.885,,13754.819,2019
Scotland,,2019,13754.819,,13754.819,2019
Senegal,SEN,1990,2280.6648,Lower-middle-income countries,3108.1174,2019
Senegal,SEN,1991,2323.4585,Lower-middle-income countries,3108.1174,2019
Senegal,SEN,1992,2346.7715,Lower-middle-income countries,3108.1174,2019
Senegal,SEN,1993,2374.7168,Lower-middle-income countries,3108.1174,2019
Senegal,SEN,1994,2424.5657,Low-income countries,3108.1174,2019
Senegal,SEN,1995,2393.6765,Low-income countries,3108.1174,2019
Senegal,SEN,1996,2368.6323,Low-income countries,3108.1174,2019
Senegal,SEN,1997,2371.771,Low-income countries,3108.1174,2019
Senegal,SEN,1998,2392.4688,Low-income countries,3108.1174,2019
Senegal,SEN,1999,2426.8555,Low-income countries,3108.1174,2019
Senegal,SEN,2000,2371.3643,Low-income countries,3108.1174,2019
Senegal,SEN,2001,2851.6052,Low-income countries,3108.1174,2019
Senegal,SEN,2002,2884.4001,Low-income countries,3108.1174,2019
Senegal,SEN,2003,2753.6326,Low-income countries,3108.1174,2019
Senegal,SEN,2004,2857.4954,Low-income countries,3108.1174,2019
Senegal,SEN,2005,2876.6982,Low-income countries,3108.1174,2019
Senegal,SEN,2006,2857.526,Low-income countries,3108.1174,2019
Senegal,SEN,2007,2883.0098,Low-income countries,3108.1174,2019
Senegal,SEN,2008,2913.378,Low-income countries,3108.1174,2019
Senegal,SEN,2009,3011.4194,Lower-middle-income countries,3108.1174,2019
Senegal,SEN,2010,2814.215,Lower-middle-income countries,3108.1174,2019
Senegal,SEN,2011,2878.6743,Lower-middle-income countries,3108.1174,2019
Senegal,SEN,2012,2858.1577,Lower-middle-income countries,3108.1174,2019
Senegal,SEN,2013,2908.7554,Lower-middle-income countries,3108.1174,2019
Senegal,SEN,2014,3012.2744,Lower-middle-income countries,3108.1174,2019
Senegal,SEN,2015,3047.1252,Low-income countries,3108.1174,2019
Senegal,SEN,2016,3121.522,Low-income countries,3108.1174,2019
Senegal,SEN,2017,3110.8315,Low-income countries,3108.1174,2019
Senegal,SEN,2018,3074.1492,Lower-middle-income countries,3108.1174,2019
Senegal,SEN,2019,3108.1174,Lower-middle-income countries,3108.1174,2019
Senegal,SEN,1987,,Lower-middle-income countries,3108.1174,2019
Senegal,SEN,1988,,Lower-middle-income countries,3108.1174,2019
Senegal,SEN,1989,,Lower-middle-income countries,3108.1174,2019
Senegal,SEN,2020,,Lower-middle-income countries,3108.1174,2019
Senegal,SEN,2021,,Lower-middle-income countries,3108.1174,2019
Senegal,SEN,2022,,Lower-middle-income countries,3108.1174,2019
Serbia,SRB,1990,19804.525,,24350.49,2019
